topic_a,topic_b,cosign_similarity,id,dataset_id,date,alpha,id,dataset_id,date,alpha
9927,9229,0.578037,9927,3,2012-09-08,0.004594,9229,3,2012-09-01,0.007426
10007,9240,0.573956,10007,3,2012-09-09,0.008717,9240,3,2012-09-01,0.004191
9433,9300,0.573176,9433,3,2012-09-03,0.009466,9300,3,2012-09-01,0.010594
9491,9208,0.572545,9491,3,2012-09-03,0.014642,9208,3,2012-09-01,0.005281
10049,9300,0.570777,10049,3,2012-09-09,0.008592,9300,3,2012-09-01,0.010594
10430,9241,0.56746,10430,3,2012-09-13,0.090592,9241,3,2012-09-01,0.134252
10275,9253,0.566284,10275,3,2012-09-11,0.002334,9253,3,2012-09-01,0.010863
10176,9253,0.565419,10176,3,2012-09-10,0.004745,9253,3,2012-09-01,0.010863
10073,9285,0.563508,10073,3,2012-09-09,0.048903,9285,3,2012-09-01,0.030778
10275,9209,0.562253,10275,3,2012-09-11,0.002334,9209,3,2012-09-01,0.007444
9788,9241,0.558085,9788,3,2012-09-06,0.183355,9241,3,2012-09-01,0.134252
9592,9238,0.557741,9592,3,2012-09-04,0.017291,9238,3,2012-09-01,0.004229
9498,9285,0.557364,9498,3,2012-09-03,0.055307,9285,3,2012-09-01,0.030778
9992,9267,0.553992,9992,3,2012-09-08,0.011229,9267,3,2012-09-01,0.027047
10176,9209,0.553714,10176,3,2012-09-10,0.004745,9209,3,2012-09-01,0.007444
9438,9266,0.552951,9438,3,2012-09-03,0.002338,9266,3,2012-09-01,0.004212
9979,9219,0.552858,9979,3,2012-09-08,0.069484,9219,3,2012-09-01,0.303133
10360,9285,0.54983,10360,3,2012-09-12,0.073286,9285,3,2012-09-01,0.030778
10245,9295,0.549319,10245,3,2012-09-11,0.011911,9295,3,2012-09-01,0.015211
9310,9220,0.549296,9310,3,2012-09-02,0.019658,9220,3,2012-09-01,0.012668
9384,9267,0.549244,9384,3,2012-09-02,0.051967,9267,3,2012-09-01,0.027047
10697,9219,0.549096,10697,3,2012-09-15,0.098901,9219,3,2012-09-01,0.303133
9611,9243,0.548777,9611,3,2012-09-05,0.049632,9243,3,2012-09-01,0.034102
9734,9241,0.54707,9734,3,2012-09-06,0.053746,9241,3,2012-09-01,0.134252
9608,9237,0.546854,9608,3,2012-09-05,0.01118,9237,3,2012-09-01,0.011866
9497,9226,0.546752,9497,3,2012-09-03,0.004745,9226,3,2012-09-01,0.016054
9735,9285,0.546672,9735,3,2012-09-06,0.041583,9285,3,2012-09-01,0.030778
10018,9253,0.546094,10018,3,2012-09-09,0.018072,9253,3,2012-09-01,0.010863
9457,9267,0.544456,9457,3,2012-09-03,0.003536,9267,3,2012-09-01,0.027047
9989,9295,0.543026,9989,3,2012-09-08,0.006521,9295,3,2012-09-01,0.015211
9936,9208,0.542068,9936,3,2012-09-08,0.009399,9208,3,2012-09-01,0.005281
9607,9204,0.541967,9607,3,2012-09-05,0.05016,9204,3,2012-09-01,0.009664
9957,9293,0.540656,9957,3,2012-09-08,0.010364,9293,3,2012-09-01,0.00737
9833,9285,0.540105,9833,3,2012-09-07,0.024539,9285,3,2012-09-01,0.030778
10207,9279,0.539219,10207,3,2012-09-11,0.010809,9279,3,2012-09-01,0.011762
10006,9281,0.539078,10006,3,2012-09-09,0.009845,9281,3,2012-09-01,0.122263
9544,9219,0.537415,9544,3,2012-09-04,0.094399,9219,3,2012-09-01,0.303133
10501,9292,0.536465,10501,3,2012-09-14,0.008428,9292,3,2012-09-01,0.004192
9550,9279,0.532843,9550,3,2012-09-04,0.011578,9279,3,2012-09-01,0.011762
9541,9278,0.531401,9541,3,2012-09-04,0.007883,9278,3,2012-09-01,0.008417
9808,9292,0.531314,9808,3,2012-09-07,0.009678,9292,3,2012-09-01,0.004192
9857,9281,0.529759,9857,3,2012-09-07,0.041834,9281,3,2012-09-01,0.122263
9428,9285,0.529127,9428,3,2012-09-03,0.041068,9285,3,2012-09-01,0.030778
9842,9226,0.525874,9842,3,2012-09-07,0.002063,9226,3,2012-09-01,0.016054
10149,9219,0.525857,10149,3,2012-09-10,0.33901,9219,3,2012-09-01,0.303133
10021,9241,0.525234,10021,3,2012-09-09,0.054561,9241,3,2012-09-01,0.134252
9917,9241,0.524453,9917,3,2012-09-08,0.097608,9241,3,2012-09-01,0.134252
10284,9282,0.523637,10284,3,2012-09-11,0.026511,9282,3,2012-09-01,0.04664
9679,9210,0.519893,9679,3,2012-09-05,0.019726,9210,3,2012-09-01,0.033793
10627,9278,0.5197,10627,3,2012-09-15,0.042774,9278,3,2012-09-01,0.008417
10695,9285,0.519079,10695,3,2012-09-15,0.041808,9285,3,2012-09-01,0.030778
9354,9243,0.519001,9354,3,2012-09-02,0.015668,9243,3,2012-09-01,0.034102
9829,9274,0.5189,9829,3,2012-09-07,0.013969,9274,3,2012-09-01,0.003149
10158,9300,0.516134,10158,3,2012-09-10,0.008447,9300,3,2012-09-01,0.010594
10521,9285,0.512961,10521,3,2012-09-14,0.083241,9285,3,2012-09-01,0.030778
10338,9204,0.512513,10338,3,2012-09-12,0.015178,9204,3,2012-09-01,0.009664
9497,9295,0.511847,9497,3,2012-09-03,0.004745,9295,3,2012-09-01,0.015211
10566,9281,0.511806,10566,3,2012-09-14,0.062411,9281,3,2012-09-01,0.122263
9366,9267,0.51157,9366,3,2012-09-02,0.006958,9267,3,2012-09-01,0.027047
9902,9266,0.511244,9902,3,2012-09-08,0.004616,9266,3,2012-09-01,0.004212
9987,9300,0.51015,9987,3,2012-09-08,0.004618,9300,3,2012-09-01,0.010594
9635,9292,0.509855,9635,3,2012-09-05,0.005011,9292,3,2012-09-01,0.004192
10145,9240,0.50903,10145,3,2012-09-10,0.008486,9240,3,2012-09-01,0.004191
10497,9237,0.508731,10497,3,2012-09-13,0.023696,9237,3,2012-09-01,0.011866
9618,9243,0.508604,9618,3,2012-09-05,0.029442,9243,3,2012-09-01,0.034102
10598,9295,0.508285,10598,3,2012-09-14,0.017577,9295,3,2012-09-01,0.015211
9973,9278,0.506277,9973,3,2012-09-08,0.009254,9278,3,2012-09-01,0.008417
10647,9295,0.50479,10647,3,2012-09-15,0.015322,9295,3,2012-09-01,0.015211
9744,9300,0.504674,9744,3,2012-09-06,0.012249,9300,3,2012-09-01,0.010594
9728,9295,0.504427,9728,3,2012-09-06,0.008567,9295,3,2012-09-01,0.015211
10555,9238,0.504019,10555,3,2012-09-14,0.017524,9238,3,2012-09-01,0.004229
10229,9209,0.503995,10229,3,2012-09-11,0.007131,9209,3,2012-09-01,0.007444
10247,9219,0.503474,10247,3,2012-09-11,0.239846,9219,3,2012-09-01,0.303133
9701,9204,0.502986,9701,3,2012-09-06,0.021639,9204,3,2012-09-01,0.009664
10229,9253,0.501471,10229,3,2012-09-11,0.007131,9253,3,2012-09-01,0.010863
9980,9285,0.501219,9980,3,2012-09-08,0.049855,9285,3,2012-09-01,0.030778
9855,9253,0.500678,9855,3,2012-09-07,0.013048,9253,3,2012-09-01,0.010863
9368,9229,0.499978,9368,3,2012-09-02,0.00952,9229,3,2012-09-01,0.007426
10698,9221,0.499781,10698,3,2012-09-15,0.022417,9221,3,2012-09-01,0.009664
9847,9219,0.49929,9847,3,2012-09-07,0.160955,9219,3,2012-09-01,0.303133
10383,9292,0.49862,10383,3,2012-09-12,0.004586,9292,3,2012-09-01,0.004192
9663,9281,0.498543,9663,3,2012-09-05,0.0316,9281,3,2012-09-01,0.122263
10136,9208,0.498104,10136,3,2012-09-10,0.00963,9208,3,2012-09-01,0.005281
10603,9237,0.4976,10603,3,2012-09-15,0.011403,9237,3,2012-09-01,0.011866
9943,9219,0.497569,9943,3,2012-09-08,0.163309,9219,3,2012-09-01,0.303133
10512,9293,0.497313,10512,3,2012-09-14,0.036508,9293,3,2012-09-01,0.00737
9770,9266,0.495134,9770,3,2012-09-06,0.0098,9266,3,2012-09-01,0.004212
10305,9241,0.493397,10305,3,2012-09-12,0.372641,9241,3,2012-09-01,0.134252
9780,9262,0.491337,9780,3,2012-09-06,0.027327,9262,3,2012-09-01,0.009568
10121,9241,0.488231,10121,3,2012-09-10,0.092669,9241,3,2012-09-01,0.134252
9835,9230,0.4881,9835,3,2012-09-07,0.004158,9230,3,2012-09-01,0.00633
10018,9209,0.487892,10018,3,2012-09-09,0.018072,9209,3,2012-09-01,0.007444
9876,9278,0.485922,9876,3,2012-09-07,0.00416,9278,3,2012-09-01,0.008417
9940,9292,0.485251,9940,3,2012-09-08,0.006541,9292,3,2012-09-01,0.004192
9618,9253,0.483815,9618,3,2012-09-05,0.029442,9253,3,2012-09-01,0.010863
9305,9282,0.482561,9305,3,2012-09-02,0.006833,9282,3,2012-09-01,0.04664
10080,9208,0.482262,10080,3,2012-09-09,0.004312,9208,3,2012-09-01,0.005281
9855,9243,0.481977,9855,3,2012-09-07,0.013048,9243,3,2012-09-01,0.034102
9992,9237,0.481182,9992,3,2012-09-08,0.011229,9237,3,2012-09-01,0.011866
9920,9221,0.481127,9920,3,2012-09-08,0.012232,9221,3,2012-09-01,0.009664
10287,9234,0.480574,10287,3,2012-09-11,0.00934,9234,3,2012-09-01,0.008535
10239,9293,0.480432,10239,3,2012-09-11,0.018292,9293,3,2012-09-01,0.00737
9889,9300,0.480083,9889,3,2012-09-07,0.003143,9300,3,2012-09-01,0.010594
9625,9241,0.479675,9625,3,2012-09-05,0.055401,9241,3,2012-09-01,0.134252
10441,9281,0.47857,10441,3,2012-09-13,0.105107,9281,3,2012-09-01,0.122263
9608,9267,0.478393,9608,3,2012-09-05,0.01118,9267,3,2012-09-01,0.027047
9711,9267,0.475801,9711,3,2012-09-06,0.026839,9267,3,2012-09-01,0.027047
10209,9238,0.473743,10209,3,2012-09-11,0.011897,9238,3,2012-09-01,0.004229
10026,9281,0.471031,10026,3,2012-09-09,0.06918,9281,3,2012-09-01,0.122263
10433,9262,0.470319,10433,3,2012-09-13,0.017855,9262,3,2012-09-01,0.009568
9855,9209,0.469993,9855,3,2012-09-07,0.013048,9209,3,2012-09-01,0.007444
10579,9278,0.467487,10579,3,2012-09-14,0.033682,9278,3,2012-09-01,0.008417
10635,9281,0.466891,10635,3,2012-09-15,0.014435,9281,3,2012-09-01,0.122263
10239,9267,0.466712,10239,3,2012-09-11,0.018292,9267,3,2012-09-01,0.027047
9638,9226,0.465938,9638,3,2012-09-05,0.006007,9226,3,2012-09-01,0.016054
9608,9293,0.464157,9608,3,2012-09-05,0.01118,9293,3,2012-09-01,0.00737
9883,9222,0.46404,9883,3,2012-09-07,0.01053,9222,3,2012-09-01,0.020713
9320,9237,0.463219,9320,3,2012-09-02,0.012475,9237,3,2012-09-01,0.011866
9430,9214,0.463083,9430,3,2012-09-03,0.008352,9214,3,2012-09-01,0.003121
9683,9279,0.461046,9683,3,2012-09-05,0.017276,9279,3,2012-09-01,0.011762
9829,9267,0.460779,9829,3,2012-09-07,0.013969,9267,3,2012-09-01,0.027047
10441,9252,0.459755,10441,3,2012-09-13,0.105107,9252,3,2012-09-01,0.058493
9968,9281,0.457889,9968,3,2012-09-08,0.008649,9281,3,2012-09-01,0.122263
9496,9220,0.456207,9496,3,2012-09-03,0.017585,9220,3,2012-09-01,0.012668
10195,9234,0.455757,10195,3,2012-09-10,0.007229,9234,3,2012-09-01,0.008535
10063,9278,0.455073,10063,3,2012-09-09,0.008644,9278,3,2012-09-01,0.008417
9570,9204,0.454596,9570,3,2012-09-04,0.011424,9204,3,2012-09-01,0.009664
9799,9209,0.454037,9799,3,2012-09-06,0.004851,9209,3,2012-09-01,0.007444
9952,9216,0.45401,9952,3,2012-09-08,0.010253,9216,3,2012-09-01,0.016297
9799,9253,0.451801,9799,3,2012-09-06,0.004851,9253,3,2012-09-01,0.010863
10334,9279,0.451615,10334,3,2012-09-12,0.003419,9279,3,2012-09-01,0.011762
10509,9224,0.45085,10509,3,2012-09-14,0.009833,9224,3,2012-09-01,0.006287
10062,9221,0.450653,10062,3,2012-09-09,0.010004,9221,3,2012-09-01,0.009664
9874,9221,0.447247,9874,3,2012-09-07,0.005266,9221,3,2012-09-01,0.009664
9473,9238,0.445509,9473,3,2012-09-03,0.010839,9238,3,2012-09-01,0.004229
10005,9295,0.445139,10005,3,2012-09-09,0.003206,9295,3,2012-09-01,0.015211
9917,9219,0.444442,9917,3,2012-09-08,0.097608,9219,3,2012-09-01,0.303133
9720,9281,0.443472,9720,3,2012-09-06,0.136497,9281,3,2012-09-01,0.122263
10646,9285,0.443358,10646,3,2012-09-15,0.01979,9285,3,2012-09-01,0.030778
9935,9224,0.443152,9935,3,2012-09-08,0.008511,9224,3,2012-09-01,0.006287
9957,9267,0.44302,9957,3,2012-09-08,0.010364,9267,3,2012-09-01,0.027047
9364,9214,0.442044,9364,3,2012-09-02,0.021,9214,3,2012-09-01,0.003121
9938,9209,0.441865,9938,3,2012-09-08,0.013475,9209,3,2012-09-01,0.007444
10610,9300,0.440878,10610,3,2012-09-15,0.002796,9300,3,2012-09-01,0.010594
9426,9253,0.440373,9426,3,2012-09-03,0.018861,9253,3,2012-09-01,0.010863
10652,9300,0.439897,10652,3,2012-09-15,0.014504,9300,3,2012-09-01,0.010594
9431,9234,0.439166,9431,3,2012-09-03,0.007102,9234,3,2012-09-01,0.008535
10439,9211,0.438743,10439,3,2012-09-13,0.012218,9211,3,2012-09-01,0.00948
10512,9267,0.438433,10512,3,2012-09-14,0.036508,9267,3,2012-09-01,0.027047
9429,9237,0.437828,9429,3,2012-09-03,0.01669,9237,3,2012-09-01,0.011866
10318,9240,0.43754,10318,3,2012-09-12,0.010384,9240,3,2012-09-01,0.004191
9700,9262,0.437267,9700,3,2012-09-05,0.015288,9262,3,2012-09-01,0.009568
9668,9242,0.436088,9668,3,2012-09-05,0.008994,9242,3,2012-09-01,0.016462
9593,9208,0.435372,9593,3,2012-09-04,0.003371,9208,3,2012-09-01,0.005281
9496,9262,0.434844,9496,3,2012-09-03,0.017585,9262,3,2012-09-01,0.009568
10337,9234,0.434645,10337,3,2012-09-12,0.011694,9234,3,2012-09-01,0.008535
9981,9227,0.432917,9981,3,2012-09-08,0.014348,9227,3,2012-09-01,0.013928
9322,9281,0.430203,9322,3,2012-09-02,0.018053,9281,3,2012-09-01,0.122263
9667,9214,0.430063,9667,3,2012-09-05,0.015365,9214,3,2012-09-01,0.003121
9338,9211,0.429199,9338,3,2012-09-02,0.012611,9211,3,2012-09-01,0.00948
9459,9227,0.429165,9459,3,2012-09-03,0.018269,9227,3,2012-09-01,0.013928
9384,9293,0.428562,9384,3,2012-09-02,0.051967,9293,3,2012-09-01,0.00737
9965,9281,0.427995,9965,3,2012-09-08,0.051192,9281,3,2012-09-01,0.122263
10239,9274,0.427758,10239,3,2012-09-11,0.018292,9274,3,2012-09-01,0.003149
9711,9293,0.427011,9711,3,2012-09-06,0.026839,9293,3,2012-09-01,0.00737
10263,9255,0.426765,10263,3,2012-09-11,0.022812,9255,3,2012-09-01,0.011723
10031,9237,0.426071,10031,3,2012-09-09,0.009833,9237,3,2012-09-01,0.011866
10158,9238,0.425298,10158,3,2012-09-10,0.008447,9238,3,2012-09-01,0.004229
9377,9300,0.425003,9377,3,2012-09-02,0.005427,9300,3,2012-09-01,0.010594
10365,9278,0.424033,10365,3,2012-09-12,0.015711,9278,3,2012-09-01,0.008417
9825,9219,0.423693,9825,3,2012-09-07,0.065693,9219,3,2012-09-01,0.303133
9720,9219,0.423351,9720,3,2012-09-06,0.136497,9219,3,2012-09-01,0.303133
9750,9278,0.419961,9750,3,2012-09-06,0.012354,9278,3,2012-09-01,0.008417
9958,9267,0.419796,9958,3,2012-09-08,0.008472,9267,3,2012-09-01,0.027047
10291,9292,0.419717,10291,3,2012-09-11,0.011991,9292,3,2012-09-01,0.004192
